"","mz1","rt1","Intensity","mz2","rt2","Metabolite","Accession","Theoretical_mz","Adduct","Charge","Annotation","Score","delmz_ppm","Grades"
"489",191.0198626,9.98763333333333,279973728,191.0198333,9.997981771,"Citric acid_RT2","NISTNO:1369623",191.0198333,"[M-H]-",-1,"12C",0.981496852599252,0.153387190336396,"A+"
"497",191.0198626,9.98763333333333,279973728,191.0198333,9.997981771,"Isocitric acid_RT2","NISTNO:1372212",191.0198333,"[M-H]-",-1,"12C",0.981496852599252,0.153387190336396,"A+"
"3386",171.1391174,3.22645,17098968,171.1390881,3.219259389,"Diethylene glycol hexyl ether","NISTNO:1098186",171.1390881,"[M-H-H2O]-",-1,"12C",0.981430698564966,0.171205744422267,"A+"
"3395",171.1391174,3.22645,17098968,171.1390881,3.219259389,"Di(propylene glycol) butyl ether","NISTNO:1110675",171.1390881,"[M-H-H2O]-",-1,"12C",0.981430698564966,0.171205744422267,"A+"
"3404",171.1391174,3.22645,17098968,171.1390881,3.219259389,"Di(propylene glycol) tert-butyl ether","NISTNO:1110738",171.1390881,"[M-H-H2O]-",-1,"12C",0.981430698564966,0.171205744422267,"A+"
"3413",171.1391174,3.22645,17098968,171.1390881,3.219259389,"Ethyl octanoate","NISTNO:1295903",171.1390881,"[M-H]-",-1,"12C",0.981430698564966,0.171205744422267,"A+"
"3422",171.1391174,3.22645,17098968,171.1390881,3.219259389,"Decanoic acid","NISTNO:1052206",171.1390881,"[M-H]-",-1,"12C",0.981430698564966,0.171205744422267,"A+"
"3431",171.1391174,3.22645,17098968,171.1390881,3.219259389,"Hydroxycitronellal","NISTNO:1469077",171.1390881,"[M-H]-",-1,"12C",0.981430698564966,0.171205744422267,"A+"
"3440",171.1391174,3.22645,17098968,171.1390881,3.219259389,"8-Methylnonanoic acid","NISTNO:1220443",171.1390881,"[M-H]-",-1,"12C",0.981430698564966,0.171205744422267,"A+"
"5991",175.0247498,9.61003333333333,2520839,175.0247609,9.592078654,"2-Keto-L-gulonic acid","NISTNO:1542617",175.0247609,"[M-H-H2O]-",-1,"12C",0.98095817841428,0.0634196021271076,"A+"
"6000",175.0247498,9.61003333333333,2520839,175.0247609,9.592078654,"Vitamin C","NISTNO:1541667",175.0247609,"[M-H]-",-1,"12C",0.98095817841428,0.0634196021271076,"A+"
"803",174.0407867,9.69731666666667,111966320,174.0407555,9.690791829,"N-Acetyl-L-aspartic acid","NISTNO:1053378",174.0407555,"[M-H]-",-1,"12C",0.98092266202825,0.179268323334611,"A+"
"812",174.0407867,9.69731666666667,111966320,174.0407555,9.690791829,"Dimethyloxallylglycine","NISTNO:1115432",174.0407555,"[M-H]-",-1,"12C",0.98092266202825,0.179268323334611,"A+"
"897",145.0142234,9.61003333333333,87728040,145.0142344,9.592078654,"2-Oxopentanedioic acid","NISTNO:1363903",145.0142344,"[M-H]-",-1,"12C",0.980508726153324,0.0758546282064176,"A+"
"3200",102.0561002,9.98763333333333,20648768,102.0560828,9.997981771,".gamma.-Aminobutyric acid","NISTNO:1180136",102.0560828,"[M-H]-",-1,"12C",0.980055733118472,0.17049446304814,"A+"
"3208",102.0561002,9.98763333333333,20648768,102.0560828,9.997981771,"D-2-Aminobutyric acid","NISTNO:1471934",102.0560828,"[M-H]-",-1,"12C",0.980055733118472,0.17049446304814,"A+"
"3216",102.0561002,9.98763333333333,20648768,102.0560828,9.997981771,"N-Methyl-L-alanine","NISTNO:1251802",102.0560828,"[M-H]-",-1,"12C",0.980055733118472,0.17049446304814,"A+"
"3225",102.0561002,9.98763333333333,20648768,102.0560828,9.997981771,"2-Aminoisobutyric acid","NISTNO:1197551",102.0560828,"[M-H]-",-1,"12C",0.980055733118472,0.17049446304814,"A+"
"3234",102.0561002,9.98763333333333,20648768,102.0560828,9.997981771,"Sarcosine methyl ester","NISTNO:1253158",102.0560828,"[M-H]-",-1,"12C",0.980055733118472,0.17049446304814,"A+"
"3243",102.0561002,9.98763333333333,20648768,102.0560828,9.997981771,".beta.-Alanine methyl ester","NISTNO:1563259",102.0560828,"[M-H]-",-1,"12C",0.980055733118472,0.17049446304814,"A+"
"3251",102.0561002,9.98763333333333,20648768,102.0560828,9.997981771,"L-3-Aminobutyric acid","NISTNO:1471582",102.0560828,"[M-H]-",-1,"12C",0.980055733118472,0.17049446304814,"A+"
"3256",102.0561002,9.98763333333333,20648768,102.0560828,9.997981771,"3-Aminobutanoic acid","NISTNO:1355207",102.0560828,"[M-H]-",-1,"12C",0.980055733118472,0.17049446304814,"A+"
"3262",102.0561002,9.98763333333333,20648768,102.0560828,9.997981771,"N-Methyl-DL-alanine","NISTNO:1622992",102.0560828,"[M-H]-",-1,"12C",0.980055733118472,0.17049446304814,"A+"
"4",128.0354368,9.32388333333333,1605208192,128.0354135,9.333488973,"L-Glutamic acid_RT3","NISTNO:1188753",128.0354135,"[M-H-H2O]-",-1,"12C",0.979422374310331,0.181980868669831,"A+"
"9",128.0354368,9.32388333333333,1605208192,128.0354135,9.333488973,"N-Methyl-D-aspartic acid_RT3","NISTNO:1255277",128.0354135,"[M-H-H2O]-",-1,"12C",0.979422374310331,0.181980868669831,"A+"
"24",128.0354368,9.32388333333333,1605208192,128.0354135,9.333488973,"N-Nitroso-N-methyl-3-aminopropionic acid, methyl ester_RT3","NISTNO:1527336",128.0354135,"[M-H-NH3]-",-1,"12C",0.979422374310331,0.181980868669831,"A+"
"33",128.0354368,9.32388333333333,1605208192,128.0354135,9.333488973,"L-Glutamine_RT3","NISTNO:1187714",128.0354135,"[M-H-NH3]-",-1,"12C",0.979422374310331,0.181980868669831,"A+"
"39",128.0354368,9.32388333333333,1605208192,128.0354135,9.333488973,"Ala-Gly_RT3","NISTNO:1636259",128.0354135,"[M-H-NH3]-",-1,"12C",0.979422374310331,0.181980868669831,"A+"
"60",128.0354368,9.32388333333333,1605208192,128.0354135,9.333488973,"2-Hydroxy-N-methylsuccinimide_RT3","NISTNO:1005363",128.0354135,"[M-H]-",-1,"12C",0.979422374310331,0.181980868669831,"A+"
"69",128.0354368,9.32388333333333,1605208192,128.0354135,9.333488973,"DL-Pyroglutamic acid_RT3","NISTNO:1333356",128.0354135,"[M-H]-",-1,"12C",0.979422374310331,0.181980868669831,"A+"
"78",128.0354368,9.32388333333333,1605208192,128.0354135,9.333488973,"D-Pyroglutamic acid_RT3","NISTNO:1180522",128.0354135,"[M-H]-",-1,"12C",0.979422374310331,0.181980868669831,"A+"
"87",128.0354368,9.32388333333333,1605208192,128.0354135,9.333488973,"L-Pyroglutamic acid_RT3","NISTNO:1352351",128.0354135,"[M-H]-",-1,"12C",0.979422374310331,0.181980868669831,"A+"
"402",116.0717984,10.2004833333333,346146784,116.0717776,10.19023336,"N-Methyl-.alpha.-aminoisobutyric acid_RT2","NISTNO:1117658",116.0717776,"[M-H]-",-1,"12C",0.97935571975016,0.179199429044827,"A+"
"411",116.0717984,10.2004833333333,346146784,116.0717776,10.19023336,"L-Valine_RT2","NISTNO:1560274",116.0717776,"[M-H]-",-1,"12C",0.97935571975016,0.179199429044827,"A+"
"420",116.0717984,10.2004833333333,346146784,116.0717776,10.19023336,"DL-Norvaline_RT2","NISTNO:1350533",116.0717776,"[M-H]-",-1,"12C",0.97935571975016,0.179199429044827,"A+"
"429",116.0717984,10.2004833333333,346146784,116.0717776,10.19023336,"Betaine_RT2","NISTNO:1344191",116.0717776,"[M-H]-",-1,"12C",0.97935571975016,0.179199429044827,"A+"
"438",116.0717984,10.2004833333333,346146784,116.0717776,10.19023336,"L-Norvaline_RT2","NISTNO:1471647",116.0717776,"[M-H]-",-1,"12C",0.97935571975016,0.179199429044827,"A+"
"447",116.0717984,10.2004833333333,346146784,116.0717776,10.19023336,"Sarcosine ethyl ester_RT2","NISTNO:1253451",116.0717776,"[M-H]-",-1,"12C",0.97935571975016,0.179199429044827,"A+"
"1617",203.0827141,9.29601666666667,48105468,203.0827526,9.304801432,"rac-.alpha.-Methylkynurenine","NISTNO:1508286",203.0827526,"[M-H-H2O]-",-1,"12C",0.979105742254044,0.189577927194257,"A+"
"1626",203.0827141,9.29601666666667,48105468,203.0827526,9.304801432,"L-Tryptophan","NISTNO:1188415",203.0827526,"[M-H]-",-1,"12C",0.979105742254044,0.189577927194257,"A+"
"515",96.96014574,9.81333333333333,256454912,96.96014614,9.834436035,"Sulfuric acid","NISTNO:1229721",96.96014614,"[M-H]-",-1,"12C",0.978893266301697,0.00412540638859026,"A+"
"899",145.0142234,9.61003333333333,87728040,145.0142242,9.631173706,"2-Oxopentanedioic acid","NISTNO:1363896",145.0142242,"[M-H]-",-1,"12C",0.978852430486997,0.00551670029733703,"A+"
"1616",203.0827141,9.29601666666667,48105468,203.0826782,9.307691447,"rac-.alpha.-Methylkynurenine","NISTNO:1508294",203.0826782,"[M-H-H2O]-",-1,"12C",0.978815207612162,0.176775262037483,"A+"
"1625",203.0827141,9.29601666666667,48105468,203.0826782,9.307691447,"L-Tryptophan","NISTNO:1571701",203.0826782,"[M-H]-",-1,"12C",0.978815207612162,0.176775262037483,"A+"
"2132",157.1233711,3.33655,26443482,157.1233973,3.322127024,"Di(propylene glycol) propyl ether","NISTNO:1110642",157.1233973,"[M-H-H2O]-",-1,"12C",0.977952981517783,0.166747949690128,"A+"
"2141",157.1233711,3.33655,26443482,157.1233973,3.322127024,"Nonanoic acid","NISTNO:1052201",157.1233973,"[M-H]-",-1,"12C",0.977952981517783,0.166747949690128,"A+"
"2150",157.1233711,3.33655,26443482,157.1233973,3.322127024,"Methyl octanoate","NISTNO:1295943",157.1233973,"[M-H]-",-1,"12C",0.977952981517783,0.166747949690128,"A+"
"2159",157.1233711,3.33655,26443482,157.1233973,3.322127024,"Heptanoic acid, ethyl ester","NISTNO:1064665",157.1233973,"[M-H]-",-1,"12C",0.977952981517783,0.166747949690128,"A+"
"1044",114.0560919,10.5013,65242552,114.056067,10.49765218,"L-Proline","NISTNO:1560270",114.056067,"[M-H]-",-1,"12C",0.977865975910971,0.218313634851637,"A+"
"203",96.96969087,10.3358,845931968,96.9696731,10.323231,"Phosphoric acid_RT3","NISTNO:1229558",96.9696731,"[M-H]-",-1,"12C",0.977778459066693,0.18325313652176,"A+"
"3542",151.0261955,8.856,15777235,151.0262024,8.833966064,"Oxypurinol","NISTNO:1054002",151.0262024,"[M-H]-",-1,"12C",0.977497383355835,0.0456874382978383,"A+"
"3551",151.0261955,8.856,15777235,151.0262024,8.833966064,"Xanthine","NISTNO:1030658",151.0262024,"[M-H]-",-1,"12C",0.977497383355835,0.0456874382978383,"A+"
"6098",190.0181747,10.7932166666667,2393486.5,190.0182171,10.7973643,"DL-Lanthionine_RT3","NISTNO:1274123",190.0182171,"[M-H-NH3]-",-1,"12C",0.977304139964275,0.223136550231791,"A+"
"6101",190.0181747,10.7932166666667,2393486.5,190.0182171,10.7973643,"Cys-Ser_RT3","NISTNO:1635013",190.0182171,"[M-H-NH3]-",-1,"12C",0.977304139964275,0.223136550231791,"A+"
"6104",190.0181747,10.7932166666667,2393486.5,190.0182171,10.7973643,"Ser-Cys_RT3","NISTNO:1638264",190.0182171,"[M-H-NH3]-",-1,"12C",0.977304139964275,0.223136550231791,"A+"
"832",255.2331619,2.91008333333333,94438584,255.233122,2.926805623,"14-Methylpentadecanoic acid","NISTNO:1169443",255.233122,"[M-H]-",-1,"12C",0.9771085538203,0.156327648387024,"A+"
"841",255.2331619,2.91008333333333,94438584,255.233122,2.926805623,"2-Hexyldecanoic acid","NISTNO:1199831",255.233122,"[M-H]-",-1,"12C",0.9771085538203,0.156327648387024,"A+"
"850",255.2331619,2.91008333333333,94438584,255.233122,2.926805623,"Myristic acid ethyl ester","NISTNO:1220613",255.233122,"[M-H]-",-1,"12C",0.9771085538203,0.156327648387024,"A+"
"453",135.0299003,9.5619,294702464,135.0299317,9.563685099,"Threonic acid","NISTNO:1148107",135.0299317,"[M-H]-",-1,"12C",0.976677475342174,0.232541088406998,"A+"
"662",117.0194332,9.69731666666667,177846736,117.0194268,9.720372518,"Succinic acid_RT2","NISTNO:1281478",117.0194268,"[M-H]-",-1,"12C",0.976304342626657,0.0546917705419709,"A+"
"671",117.0194332,9.69731666666667,177846736,117.0194268,9.720372518,"Methylmalonic acid_RT2","NISTNO:1341976",117.0194268,"[M-H]-",-1,"12C",0.976304342626657,0.0546917705419709,"A+"
"2830",179.0381813,26.6518333333333,23056750,179.0381394,26.65556234,"Monuron_RT2","NISTNO:1298200",179.0381394,"[M-H-H2O]-",-1,"12C",0.976301942888794,0.23402829318822,"A+"
"791",333.0918007,3.50178333333333,124288504,333.0917376,3.487152608,"Trp-Met(O)","NISTNO:1087316",333.0917376,"[M-H-NH3]-",-1,"12C",0.976064192073924,0.189437265946953,"A+"
"800",333.0918007,3.50178333333333,124288504,333.0917376,3.487152608,"Benzylpenicillin","NISTNO:1005593",333.0917376,"[M-H]-",-1,"12C",0.976064192073924,0.189437265946953,"A+"
"3453",142.9729513,8.1619,16689273,142.9729169,8.167319743,"Clomethiazole","NISTNO:1211924",142.9729169,"[M-H-NH3]-",-1,"12C",0.975336645793042,0.240604951435299,"A+"
"950",129.0558065,3.39161666666667,74989568,129.0558075,3.366582743,"4-Methyl-2-oxovaleric acid","NISTNO:1343355",129.0558075,"[M-H]-",-1,"12C",0.974954087359873,0.00774858586060785,"A+"
"957",129.0558065,3.39161666666667,74989568,129.0558075,3.366582743,"3-Methyl-2-oxopentanoic acid","NISTNO:1345349",129.0558075,"[M-H]-",-1,"12C",0.974954087359873,0.00774858586060785,"A+"
"964",129.0558065,3.39161666666667,74989568,129.0558075,3.366582743,"2-Ketohexanoic acid","NISTNO:1357842",129.0558075,"[M-H]-",-1,"12C",0.974954087359873,0.00774858586060785,"A+"
"973",129.0558065,3.39161666666667,74989568,129.0558075,3.366582743,"DL-Mevalonic acid lactone","NISTNO:1197506",129.0558075,"[M-H]-",-1,"12C",0.974954087359873,0.00774858586060785,"A+"
"8313",145.0982412,18.9145,440661.5938,145.0982629,18.93580729,"Mildronate_RT2","NISTNO:1416835",145.0982629,"[M-H]-",-1,"12C",0.973968017062193,0.149553845998715,"A+"
"254",130.0873427,9.53235,690587392,130.0873148,9.517005412,"L-Leucine_RT2","NISTNO:1560265",130.0873148,"[M-H]-",-1,"12C",0.973628884810725,0.214471288389897,"A+"
"257",130.0873427,9.53235,690587392,130.0873148,9.517005412,"L-Isoleucine_RT2","NISTNO:1560273",130.0873148,"[M-H]-",-1,"12C",0.973628884810725,0.214471288389897,"A+"
"945",129.0558065,3.39161666666667,74989568,129.0557922,3.366582743,"4-Methyl-2-oxovaleric acid","NISTNO:1343359",129.0557922,"[M-H]-",-1,"12C",0.972623471326853,0.110804777894783,"A+"
"3274",127.0514326,10.9589333333333,18828698,127.051398,10.95591939,"L-Glutamine_RT5","NISTNO:1571688",127.051398,"[M-H-H2O]-",-1,"12C",0.972600662112558,0.272330656051368,"A+"
"3283",127.0514326,10.9589333333333,18828698,127.051398,10.95591939,"N-Nitroso-N-methyl-3-aminopropionic acid, methyl ester_RT5","NISTNO:1527336",127.051398,"[M-H-H2O]-",-1,"12C",0.972600662112558,0.272330656051368,"A+"
"3290",127.0514326,10.9589333333333,18828698,127.051398,10.95591939,"Ala-Gly_RT5","NISTNO:1639549",127.051398,"[M-H-H2O]-",-1,"12C",0.972600662112558,0.272330656051368,"A+"
"3295",127.0514326,10.9589333333333,18828698,127.051398,10.95591939,"Gly-Ala_RT5","NISTNO:1640388",127.051398,"[M-H-H2O]-",-1,"12C",0.972600662112558,0.272330656051368,"A+"
"3303",127.0514326,10.9589333333333,18828698,127.051398,10.95591939,"5-Methyl-5,6-Dihydrouracil","NISTNO:1190042",127.051398,"[M-H]-",-1,"12C",0.972600662112558,0.272330656051368,"A+"
"3312",127.0514326,10.9589333333333,18828698,127.051398,10.95591939,"5,5-Dimethylimidazolidine-2,4-dione","NISTNO:1147075",127.051398,"[M-H]-",-1,"12C",0.972600662112558,0.272330656051368,"A+"
"294",306.0768832,9.905,598441216,306.0768077,9.917023722,"L-Glutathione, reduced","NISTNO:1636374",306.0768077,"[M-H]-",-1,"12C",0.972558589235516,0.246670049663885,"A+"
"5992",175.0247498,9.61003333333333,2520839,175.024751,9.637516276,"2-Keto-L-gulonic acid","NISTNO:1051873",175.024751,"[M-H-H2O]-",-1,"12C",0.972508506611305,0.00685617328631837,"A+"
"6001",175.0247498,9.61003333333333,2520839,175.024751,9.637516276,"Vitamin C","NISTNO:1022321",175.024751,"[M-H]-",-1,"12C",0.972508506611305,0.00685617328631837,"A+"
"894",145.0142234,9.61003333333333,87728040,145.0142615,9.601236979,"2-Oxopentanedioic acid","NISTNO:1363897",145.0142615,"[M-H]-",-1,"12C",0.972293297791519,0.262732848671789,"A+"
"2717",179.0561807,11.7091,23312304,179.0562259,11.72102356,"myo-Inositol_RT6","NISTNO:1541445",179.0562259,"[M-H]-",-1,"12C",0.972082187577177,0.252434737586241,"A+"
"2726",179.0561807,11.7091,23312304,179.0562259,11.72102356,"D-(+)-Galactose_RT6","NISTNO:1625801",179.0562259,"[M-H]-",-1,"12C",0.972082187577177,0.252434737586241,"A+"
"2735",179.0561807,11.7091,23312304,179.0562259,11.72102356,"D-Psicose_RT6","NISTNO:1564777",179.0562259,"[M-H]-",-1,"12C",0.972082187577177,0.252434737586241,"A+"
"2744",179.0561807,11.7091,23312304,179.0562259,11.72102356,"D-Fructose_RT6","NISTNO:1625881",179.0562259,"[M-H]-",-1,"12C",0.972082187577177,0.252434737586241,"A+"
"2753",179.0561807,11.7091,23312304,179.0562259,11.72102356,".beta.-D-Allose_RT6","NISTNO:1625718",179.0562259,"[M-H]-",-1,"12C",0.972082187577177,0.252434737586241,"A+"
"2762",179.0561807,11.7091,23312304,179.0562259,11.72102356,"D-Altrose_RT6","NISTNO:1117505",179.0562259,"[M-H]-",-1,"12C",0.972082187577177,0.252434737586241,"A+"
"2771",179.0561807,11.7091,23312304,179.0562259,11.72102356,"L-(+)-Gulose_RT6","NISTNO:1117508",179.0562259,"[M-H]-",-1,"12C",0.972082187577177,0.252434737586241,"A+"
"2780",179.0561807,11.7091,23312304,179.0562259,11.72102356,"scyllo-Inositol_RT6","NISTNO:1258872",179.0562259,"[M-H]-",-1,"12C",0.972082187577177,0.252434737586241,"A+"
"2789",179.0561807,11.7091,23312304,179.0562259,11.72102356,"D-(+)-Mannose_RT6","NISTNO:1104408",179.0562259,"[M-H]-",-1,"12C",0.972082187577177,0.252434737586241,"A+"
"2798",179.0561807,11.7091,23312304,179.0562259,11.72102356,"D-(-)-Tagatose_RT6","NISTNO:1104328",179.0562259,"[M-H]-",-1,"12C",0.972082187577177,0.252434737586241,"A+"
"2807",179.0561807,11.7091,23312304,179.0562259,11.72102356,".alpha.-D-(+)-Talose_RT6","NISTNO:1117509",179.0562259,"[M-H]-",-1,"12C",0.972082187577177,0.252434737586241,"A+"
"2816",179.0561807,11.7091,23312304,179.0562259,11.72102356,"L-Sorbose_RT6","NISTNO:1625878",179.0562259,"[M-H]-",-1,"12C",0.972082187577177,0.252434737586241,"A+"
"557",257.0781623,9.32388333333333,210361184,257.0780917,9.328979492,"L-.gamma.-Glutamyl-L-glutamic acid","NISTNO:1185592",257.0780917,"[M-H-H2O]-",-1,"12C",0.972068694824929,0.274624648498105,"A+"
"575",257.0781623,9.32388333333333,210361184,257.0780917,9.328979492,"Gln-Glu","NISTNO:1640781",257.0780917,"[M-H-NH3]-",-1,"12C",0.972068694824929,0.274624648498105,"A+"
"584",257.0781623,9.32388333333333,210361184,257.0780917,9.328979492,"Glu-Gln","NISTNO:1635101",257.0780917,"[M-H-NH3]-",-1,"12C",0.972068694824929,0.274624648498105,"A+"
"212",146.0459595,9.98763333333333,776508416,146.0459565,10.01563212,"L-Glutamic acid_RT5","NISTNO:1188747",146.0459565,"[M-H]-",-1,"12C",0.971925962555579,0.0205414790735613,"A+"
"217",146.0459595,9.98763333333333,776508416,146.0459565,10.01563212,"O-Acetyl-L-serine_RT5","NISTNO:1052835",146.0459565,"[M-H]-",-1,"12C",0.971925962555579,0.0205414790735613,"A+"
"225",146.0459595,9.98763333333333,776508416,146.0459565,10.01563212,"N-Methyl-D-aspartic acid_RT5","NISTNO:1255271",146.0459565,"[M-H]-",-1,"12C",0.971925962555579,0.0205414790735613,"A+"
"2183",179.0562206,10.6079166666667,25533004,179.056203,10.63483582,"Cymoxanil_RT2","NISTNO:1175979",179.056203,"[M-H-H2O]-",-1,"12C",0.9713424311941,0.0982931501587923,"A+"
"2192",179.0562206,10.6079166666667,25533004,179.056203,10.63483582,"5-Acetylamino-6-amino-3-methyluracil_RT2","NISTNO:1259666",179.056203,"[M-H-H2O]-",-1,"12C",0.9713424311941,0.0982931501587923,"A+"
"2213",179.0562206,10.6079166666667,25533004,179.056203,10.63483582,"D-Psicose_RT4","NISTNO:1537318",179.056203,"[M-H]-",-1,"12C",0.9713424311941,0.0982931501587923,"A+"
"2222",179.0562206,10.6079166666667,25533004,179.056203,10.63483582,".beta.-D-Allose_RT4","NISTNO:1625714",179.056203,"[M-H]-",-1,"12C",0.9713424311941,0.0982931501587923,"A+"
"2231",179.0562206,10.6079166666667,25533004,179.056203,10.63483582,"D-Fructose_RT4","NISTNO:1076648",179.056203,"[M-H]-",-1,"12C",0.9713424311941,0.0982931501587923,"A+"
"2240",179.0562206,10.6079166666667,25533004,179.056203,10.63483582,"D-(-)-Tagatose_RT4","NISTNO:1022409",179.056203,"[M-H]-",-1,"12C",0.9713424311941,0.0982931501587923,"A+"
"2249",179.0562206,10.6079166666667,25533004,179.056203,10.63483582,"L-Sorbose_RT4","NISTNO:1022305",179.056203,"[M-H]-",-1,"12C",0.9713424311941,0.0982931501587923,"A+"
"2258",179.0562206,10.6079166666667,25533004,179.056203,10.63483582,"D-(+)-Mannose_RT4","NISTNO:1076626",179.056203,"[M-H]-",-1,"12C",0.9713424311941,0.0982931501587923,"A+"
"2267",179.0562206,10.6079166666667,25533004,179.056203,10.63483582,"myo-Inositol_RT4","NISTNO:1541419",179.056203,"[M-H]-",-1,"12C",0.9713424311941,0.0982931501587923,"A+"
"2276",179.0562206,10.6079166666667,25533004,179.056203,10.63483582,".beta.-D-Glucose_RT4","NISTNO:1541712",179.056203,"[M-H]-",-1,"12C",0.9713424311941,0.0982931501587923,"A+"
"2285",179.0562206,10.6079166666667,25533004,179.056203,10.63483582,"D-(+)-Galactose_RT4","NISTNO:1625799",179.056203,"[M-H]-",-1,"12C",0.9713424311941,0.0982931501587923,"A+"
"2321",179.0562206,10.6079166666667,25533004,179.056203,10.63483582,".alpha.-D-(+)-Talose_RT4","NISTNO:1051864",179.056203,"[M-H]-",-1,"12C",0.9713424311941,0.0982931501587923,"A+"
"2330",179.0562206,10.6079166666667,25533004,179.056203,10.63483582,"Theobromine_RT4","NISTNO:1006638",179.056203,"[M-H]-",-1,"12C",0.9713424311941,0.0982931501587923,"A+"
"2339",179.0562206,10.6079166666667,25533004,179.056203,10.63483582,"Paraxanthine_RT4","NISTNO:1113324",179.056203,"[M-H]-",-1,"12C",0.9713424311941,0.0982931501587923,"A+"
